precinct_id,gop,dem,lib,county_fips
13001_1b,828,134,16,13001
13001_1c,579,44,6,13001
13001_2,514,864,32,13001
13001_3a1,570,25,5,13001
13001_3c,819,281,22,13001
13001_4b,639,25,2,13001
13001_4d,1021,129,15,13001
13001_5a,660,115,17,13001
13001_5b,676,136,13,13001
13003_axson,461,46,10,13003
13003_pearson-city,238,293,12,13003
13003_pearson-county,1008,164,13,13003
13003_willacoochee,565,270,17,13003
13005_douglas,3929,591,70,13005
13007_anna,94,28,0,13007
13007_elmodel,136,147,4,13007
13007_hoggards-mill,114,115,1,13007
13007_milford,135,65,0,13007
13007_newton,394,293,8,13007
13009_boddie,142,527,14,13009
13009_city-hall-annex,153,312,18,13009
13009_coopers,768,307,27,13009
13009_courthouse,113,166,8,13009
13009_east-baldwin,1561,1127,62,13009
13009_east-hardwick,139,496,19,13009
13009_fire-dept,218,681,25,13009
13009_meriweather,1359,789,56,13009
13009_north-baldwin,1882,779,48,13009
13009_north-milledgeville,803,821,40,13009
13009_scottsboro,407,271,21,13009
13009_south-milledgeville,182,571,13,13009
13009_west-baldwin,735,579,24,13009
13009_west-hardwick,411,1357,51,13009
13011_anderson,882,98,26,13011
13011_baldwin,504,111,13,13011
13011_berlin,263,27,4,13011
13011_bushville,451,41,14,13011
13011_columbia,258,17,4,13011
13011_davids,1089,153,32,13011
13011_golden-hill,538,79,6,13011
13011_grove-river,381,34,8,13011
13011_hollingsworth,418,50,14,13011
13011_homer,937,101,22,13011
13011_poplar-springs,1100,107,29,13011
13011_washington,432,54,8,13011
13011_wilmonts,383,27,10,13011
13013_01-bethlehem-community-center,1692,538,81,13013
13013_02-bethlehem-church-211,3992,910,120,13013
13013_03-hmong-new-hope-alliance-church,3014,888,163,13013
13013_04-covenant-life-sanctuary,1883,600,67,13013
13013_05-fire-station-1-statham,4145,1670,156,13013
13013_08-first-baptist-church-winder,3691,1060,184,13013
13013_13-winder-community-center,3579,1998,188,13013
13013_16-the-church-at-winder,4321,2402,234,13013
13015_adairsville,3734,880,139,13015
13015_allatoona,1926,672,99,13015
13015_cartersville-east,2767,1485,115,13015
13015_cartersville-west,4040,1638,146,13015
13015_cassville,2192,995,104,13015
13015_center,2282,556,80,13015
13015_emerson,1568,396,50,13015
13015_euharlee,2797,832,116,13015
13015_folsom,877,107,22,13015
13015_hamilton-crossing,3186,890,96,13015
13015_kingston,1543,267,49,13015
13015_mission-road,2024,706,65,13015
13015_pine-log,1334,188,49,13015
13015_taylorsville,1830,209,40,13015
13015_white,1625,271,43,13015
13015_woodland,947,293,32,13015
13015_zena-drive,2337,1279,116,13015
13017_east,1249,1135,37,13017
13017_west,2828,1149,79,13017
13019_alapaha,614,197,12,13019
13019_enigma,617,87,9,13019
13019_nashville,3345,636,77,13019
13019_ray-city,1028,211,44,13019
13019_west-berrien,682,73,18,13019
13021_east-macon-1,47,891,28,13021
13021_east-macon-2,173,2101,45,13021
13021_east-macon-3,570,1493,55,13021
13021_east-macon-4,99,1264,17,13021
13021_east-macon-5,368,1232,38,13021
13021_godfrey-1,350,2868,73,13021
13021_godfrey-2,95,756,32,13021
13021_godfrey-3,177,1480,40,13021
13021_godfrey-4,141,781,21,13021
13021_godfrey-5,316,2249,61,13021
13021_hazzard-1,230,1635,33,13021
13021_hazzard-2,1191,1580,58,13021
13021_hazzard-3,1179,3217,74,13021
13021_hazzard-4,2096,1577,65,13021
13021_howard-1,1777,911,31,13021
13021_howard-2,1740,899,33,13021
13021_howard-3,2431,2133,77,13021
13021_howard-4,584,608,32,13021
13021_howard-5,532,868,42,13021
13021_howard-6,884,706,25,13021
13021_howard-7,1434,826,41,13021
13021_rutland-1,2511,1760,58,13021
13021_rutland-2,1546,854,60,13021
13021_vineville-1,684,1439,65,13021
13021_vineville-2,306,899,27,13021
13021_vineville-3,159,1534,42,13021
13021_vineville-4,307,1956,61,13021
13021_vineville-5,927,783,40,13021
13021_vineville-6,969,1088,73,13021
13021_warrior-1,1295,658,23,13021
13021_warrior-2,1527,882,44,13021
13023_fairground,4281,1249,114,13023
13025_hoboken,2158,163,27,13025
13025_nahunta,2463,249,43,13025
13025_waynesville,2191,276,46,13025
13027_barwick,177,65,3,13027
13027_briggs,1121,314,26,13027
13027_dixie,367,374,12,13027
13027_morven,922,371,23,13027
13027_nankin,408,85,6,13027
13027_pavo,308,114,8,13027
13027_quitman,947,1284,41,13027
13029_black-creek,1410,395,41,13029
13029_danielsiding,1193,408,66,13029
13029_ellabell,1268,299,36,13029
13029_hwy-144-east,2501,1347,105,13029
13029_jf-gregory-park,1658,534,55,13029
13029_keller,2226,948,82,13029
13029_pembroke,1089,547,48,13029
13029_public-safety-complex,910,635,57,13029
13029_rh-rec-complex,1118,858,69,13029
13029_ways-station,694,526,40,13029
13031_bay,968,202,24,13031
13031_blitch,1128,389,19,13031
13031_brooklet,1851,563,52,13031
13031_church,1759,1896,97,13031
13031_emit,1608,715,75,13031
13031_fair,2552,1652,99,13031
13031_hagin,1054,550,37,13031
13031_leefield,615,111,23,13031
13031_lockhart,376,150,10,13031
13031_nevils,729,162,18,13031
13031_pittman-park,982,1669,106,13031
13031_portal,822,304,22,13031
13031_register,406,210,13,13031
13031_sinkhole,294,57,5,13031
13031_statesboro,1922,1977,89,13031
13031_stilson,1166,239,26,13031
13033_alexander,159,104,6,13033
13033_blakeney,165,230,2,13033
13033_four-points,1080,481,25,13033
13033_girard,229,227,9,13033
13033_gough,113,189,7,13033
13033_greenscut,402,261,14,13033
13033_keysville,111,141,7,13033
13033_midville,129,168,5,13033
13033_munnerlyn,112,80,4,13033
13033_north-waynesboro,500,1239,24,13033
13033_sardis,391,244,6,13033
13033_scotts-crossroads,67,121,1,13033
13033_south-waynesboro,1303,955,35,13033
13033_st-clair,171,140,4,13033
13033_telfair,372,306,11,13033
13033_vidette,103,103,4,13033
13035_butts-county-admin-bldg,8328,3128,215,13035
13037_arlington,118,343,6,13037
13037_edison,69,230,4,13037
13037_edison-arlington,164,225,2,13037
13037_leary,234,275,9,13037
13037_morgan,348,138,7,13037
13039_browntown,372,67,21,13039
13039_east-kingsland,2783,1491,184,13039
13039_harrietts-bluff,1053,281,48,13039
13039_kingsland,744,458,59,13039
13039_mush-bluff,1275,596,103,13039
13039_north-kingsland,727,758,76,13039
13039_north-st-marys,524,376,61,13039
13039_south-st-marys,1003,516,38,13039
13039_st-marys,1206,793,101,13039
13039_tarboro,480,181,14,13039
13039_waverly,876,330,21,13039
13039_west-kingsland,1325,460,71,13039
13039_west-st-marys,1794,640,65,13039
13039_woodbine,825,520,33,13039
13043_jack-strickland-comm-center,3078,1233,60,13043
13045_bethany,1549,1043,83,13045
13045_bonner,1353,979,53,13045
13045_bowdon,1453,470,51,13045
13045_bowdon-junction,720,218,26,13045
13045_burson-center,633,310,22,13045
13045_burwell,874,183,21,13045
13045_center-point,1188,146,18,13045
13045_clem,2063,594,68,13045
13045_county-admin-bldg,994,693,62,13045
13045_fairfield,2124,740,65,13045
13045_hulett,1389,294,45,13045
13045_kansas,775,68,19,13045
13045_lakeshore-rec-center,573,426,31,13045
13045_mt-zion,1441,269,36,13045
13045_oak-grove,840,237,32,13045
13045_old-camp-church,1229,397,40,13045
13045_roopville,1861,302,50,13045
13045_sandhill,2006,746,77,13045
13045_tabernacle-church,717,389,27,13045
13045_temple-city,1496,761,64,13045
13045_temple-county,2093,489,76,13045
13045_tyus,1163,179,13,13045
13045_university-of-w-ga,704,549,24,13045
13045_v-r-county-north,2277,1002,123,13045
13045_v-r-county-south,1466,397,40,13045
13045_villa-rica-city,2008,2098,135,13045
13045_west-carrollton,797,1358,92,13045
13045_whitesburg,1211,212,34,13045
13047_blackstock,1055,205,43,13047
13047_boynton,3441,937,145,13047
13047_catoosa-keith,1476,326,64,13047
13047_chambers,1624,338,46,13047
13047_ft-oglethorpe,1922,669,93,13047
13047_graysville,2398,616,91,13047
13047_lakeview,1584,467,93,13047
13047_poplar-springs,2375,562,85,13047
13047_ringgold,4009,1247,162,13047
13047_westside,2877,860,111,13047
13047_woodstation,1810,372,71,13047
13049_american-legion,527,49,10,13049
13049_folkston,723,769,49,13049
13049_folkston-fire,478,50,20,13049
13049_ga-bend,318,25,4,13049
13049_homeland,522,63,10,13049
13049_racepond,187,22,1,13049
13049_st-george,401,22,6,13049
13049_winokur,201,16,4,13049
13051_1-01c-first-presbyterian-church,973,1543,47,13051
13051_1-05c-jea-building,593,925,37,13051
13051_1-06c-central-church-of-christ,865,670,36,13051
13051_1-08c-grace-united-methodist-church,634,553,20,13051
13051_1-09c-immanuel-baptist-church,182,250,9,13051
13051_1-10c-st-thomas-episcopal-church,643,279,18,13051
13051_1-12c-isle-of-hope-baptist,1127,484,16,13051
13051_1-13c-the-sanctuary,579,404,22,13051
13051_1-14c-compassion-christian-church,779,481,19,13051
13051_1-16c-ferguson-ave-baptist,1491,568,30,13051
13051_1-17c-islands-christian-church,1680,792,46,13051
13051_2-02c-blackshear-community-center,171,685,20,13051
13051_2-03c-w-w-law-center,126,686,26,13051
13051_2-04c-fellowship-of-love-church,132,1597,45,13051
13051_2-05c-holy-spirit-lutheran-church,132,1098,37,13051
13051_2-06c-eli-whitney-complex,58,324,13,13051
13051_2-07c-christ-community-church,234,1299,38,13051
13051_2-09c-salvation-army,252,1696,50,13051
13051_2-11c-stillwell-towers,164,816,17,13051
13051_2-12c-williams-court-apts,121,797,36,13051
13051_3-01c-old-courthouse,126,165,7,13051
13051_3-02c-temple-mickve-israel,437,655,19,13051
13051_3-03c-savannah-high-school,69,517,13,13051
13051_3-04c-first-african-baptist-church,68,775,15,13051
13051_3-05c-aldersgate-youth-center,272,871,46,13051
13051_3-08c-jenkins-high-school,218,557,15,13051
13051_3-09c-cokesbury-methodist,285,224,12,13051
13051_3-10c-bible-baptist-church,215,1351,29,13051
13051_3-11c-southside-baptist-church,158,693,19,13051
13051_3-12c-thunderbolt-muni-complex,506,627,30,13051
13051_3-13c-new-cov-7-day-adv-ch,523,820,29,13051
13051_3-14c-oglethorpe-charter-academy,329,1167,25,13051
13051_3-15c-eli-whitney-complex,292,338,13,13051
13051_4-02c-frank-murray-comm-center,1002,652,35,13051
13051_4-04c-lighthouse-baptist-church,1221,578,39,13051
13051_4-05c-st-francis-episcopal-church,1111,577,54,13051
13051_4-06c-first-baptist-of-the-island,1228,523,29,13051
13051_4-07c-wilmington-island-umc,1569,853,56,13051
13051_4-08c-wilmington-island-pres-church,1520,634,29,13051
13051_4-10c-guard-house-comm-ctr,694,435,21,13051
13051_4-11c-tybee-island-school-cafe,772,477,13,13051
13051_4-12c-st-peters-episcopal,1399,553,17,13051
13051_4-13c-skidaway-island-pres-church,1468,644,11,13051
13051_4-14c-skidaway-island-baptist,992,491,9,13051
13051_4-15c-skidaway-island-state-park,1044,505,13,13051
13051_5-01c-bartlett-middle-school,151,438,24,13051
13051_5-02c-senior-citizens-center,46,347,7,13051
13051_5-03c-butler-presbyterian-church,21,528,15,13051
13051_5-05c-liberty-city-comm-ctr,61,1551,27,13051
13051_5-06c-seed-church,184,1019,45,13051
13051_5-07c-station-1,243,769,37,13051
13051_5-08c-savannah-primitive-bc,285,792,34,13051
13051_5-10c-tatumville-community-center,106,1859,41,13051
13051_5-11c-largo-tibet-elementary,383,1289,50,13051
13051_6-01c-white-bluff-presbyterian,384,739,47,13051
13051_6-02c-windsor-forest-baptist,1006,748,38,13051
13051_6-03c-crusader-comm-center,794,1131,35,13051
13051_6-05c-windsor-hall,423,785,33,13051
13051_6-06c-the-light-church,424,459,41,13051
13051_6-08c-christ-memorial-baptist-church,317,873,38,13051
13051_6-09c-trinity-lutheran-church,945,1246,63,13051
13051_6-10c-station-3,1356,1529,56,13051
13051_6-11c-bamboo-farms,951,2081,83,13051
13051_7-01c-garden-city-senior-ctr,474,401,29,13051
13051_7-03c-pb-edwards-gym,500,238,22,13051
13051_7-04c-lake-shore-comm-ctr,420,1449,47,13051
13051_7-05c-woodlawn-baptist-church,297,435,12,13051
13051_7-06c-pooler-city-hall,1004,1073,56,13051
13051_7-07c-rothwell-baptist-church,1563,992,68,13051
13051_7-08c-bloomingdale-comm-ctr,1342,363,44,13051
13051_7-09c-savannah-holy-c-of-g,700,960,33,13051
13051_7-10c-progressive-rec-center,861,1634,83,13051
13051_7-11c-seventh-day-adv-church,1404,2470,135,13051
13051_7-12c-pooler-church,925,1340,58,13051
13051_7-13c-southside-fire-trng-ctr,1288,750,32,13051
13051_7-14c-coastal-cathedral,1615,3269,119,13051
13051_7-15c-rice-creek-school,529,965,44,13051
13051_7-16c-pooler-recreation-center-gymnasium,1416,1176,68,13051
13051_8-01c-civic-center,66,252,7,13051
13051_8-02c-hellenic-center,171,800,32,13051
13051_8-03c-silk-hope-baptist-church,297,159,10,13051
13051_8-05c-w-broad-st-ymca,38,620,21,13051
13051_8-06c-tompkins-rec-center,24,490,17,13051
13051_8-07c-woodville-tompkins-ti,15,315,6,13051
13051_8-08c-resur-of-our-lord-church,29,846,14,13051
13051_8-09c-moses-jackson-center,20,658,17,13051
13051_8-10c-carver-heights-comm-ctr,23,957,17,13051
13051_8-11c-butler-elementary,26,914,8,13051
13051_8-12c-beach-high-school,112,528,14,13051
13051_8-13c-savannah-christian,254,131,20,13051
13051_8-15c-garden-city-rec-center,73,735,8,13051
13051_8-16c-royal-cinemas-and-imax,968,1141,51,13051
13053_activity-center,850,636,60,13053
13055_alpine,530,111,15,13055
13055_cloudland,219,71,9,13055
13055_coldwater,119,66,4,13055
13055_dirtseller,109,19,3,13055
13055_dirttown,578,119,18,13055
13055_haywood,97,16,2,13055
13055_lyerly,520,104,29,13055
13055_pennville,292,52,7,13055
13055_seminole,89,12,4,13055
13055_subligna,336,38,4,13055
13055_summerville,2560,837,100,13055
13055_teloga,399,52,8,13055
13055_trion,1929,389,72,13055
13057_air-acres,1523,881,74,13057
13057_arnold-mill,2812,1023,107,13057
13057_avery,2305,523,75,13057
13057_ball-ground,2496,463,97,13057
13057_bascomb,2123,953,87,13057
13057_bells,2243,1746,139,13057
13057_booth,2098,929,74,13057
13057_bradshaw,2698,876,86,13057
13057_bridgemill,2995,1037,102,13057
13057_canton,3776,1770,142,13057
13057_carmel,1712,1237,103,13057
13057_clayton,2832,748,115,13057
13057_conns-creek,608,61,9,13057
13057_deer-run,1510,775,67,13057
13057_dixie,2282,1522,154,13057
13057_freehome,3646,897,105,13057
13057_hickory-flat,4039,1676,167,13057
13057_hightower,2276,417,67,13057
13057_hillside,1803,685,58,13057
13057_holly-springs,1542,563,101,13057
13057_kellogg,2332,1213,136,13057
13057_liberty,3882,1850,211,13057
13057_little-river,3655,2120,137,13057
13057_macedonia,3027,813,91,13057
13057_mountain-road,1731,606,97,13057
13057_neese,3290,2055,190,13057
13057_oak-grove,1804,754,70,13057
13057_r-m-moore,2213,307,67,13057
13057_r-t-jones,1018,492,46,13057
13057_rosecreek,1980,855,88,13057
13057_salacoa,439,65,14,13057
13057_sixes,1820,631,58,13057
13057_sutallee,1664,319,48,13057
13057_teasley,4273,1567,204,13057
13057_toonigh,3433,1477,161,13057
13057_union-hill,2706,649,84,13057
13057_univeter,3141,811,104,13057
13057_victoria,1657,553,85,13057
13057_waleska,1705,476,54,13057
13057_wildcat,1724,570,85,13057
13057_woodlands,1561,1008,87,13057
13057_woodstock,3010,1955,168,13057
13059_1a,709,1156,68,13059
13059_1b,822,1621,67,13059
13059_1c,595,1207,31,13059
13059_1d,849,1386,49,13059
13059_2a,465,1805,60,13059
13059_2b,344,2244,72,13059
13059_3a,191,1259,40,13059
13059_3b,465,1759,58,13059
13059_4a,338,929,47,13059
13059_4b,810,1877,73,13059
13059_5a,686,1587,61,13059
13059_5b,609,1466,68,13059
13059_5c,187,1386,21,13059
13059_5d,457,1370,49,13059
13059_6a,1188,1399,83,13059
13059_6b,940,1691,69,13059
13059_6c,930,1286,52,13059
13059_6d,321,951,33,13059
13059_7a,817,1310,44,13059
13059_7b,823,1310,60,13059
13059_7c,758,1248,48,13059
13059_8a,635,1476,56,13059
13059_8b,448,1067,35,13059
13059_8c,691,1759,79,13059
13061_bluffton,175,84,8,13061
13061_court-house,59,188,1,13061
13061_days-cross-road,202,144,1,13061
13061_old-head-start,134,165,5,13061
13061_zetto,77,167,6,13061
13063_ellenwood-1,115,1994,35,13063
13063_ellenwood-2,164,2084,50,13063
13063_forest-park-1,287,1202,58,13063
13063_forest-park-2,255,1175,33,13063
13063_forest-park-3,254,1035,39,13063
13063_forest-park-4,326,649,28,13063
13063_forest-park-5,356,1481,39,13063
13063_forest-park-6,293,509,19,13063
13063_jonesboro-1,149,1775,40,13063
13063_jonesboro-10,184,1391,36,13063
13063_jonesboro-11,503,2022,58,13063
13063_jonesboro-12,119,1553,33,13063
13063_jonesboro-13,199,1208,22,13063
13063_jonesboro-14,818,2102,53,13063
13063_jonesboro-15,134,1116,42,13063
13063_jonesboro-16,180,1117,37,13063
13063_jonesboro-17,138,1520,47,13063
13063_jonesboro-18,237,1590,40,13063
13063_jonesboro-19,166,1655,38,13063
13063_jonesboro-2,167,2331,47,13063
13063_jonesboro-3,432,2145,47,13063
13063_jonesboro-4,210,934,42,13063
13063_jonesboro-5,282,1010,26,13063
13063_jonesboro-6,882,1069,31,13063
13063_jonesboro-7,376,1586,35,13063
13063_jonesboro-8,164,1724,43,13063
13063_jonesboro-9,130,614,26,13063
13063_lake-city,219,1398,50,13063
13063_lovejoy-1,334,2214,52,13063
13063_lovejoy-2,242,1735,61,13063
13063_lovejoy-3,200,1021,32,13063
13063_lovejoy-4,248,2382,44,13063
13063_lovejoy-5,162,1776,40,13063
13063_lovejoy-6,230,2044,48,13063
13063_lovejoy-7,235,1182,36,13063
13063_morrow-1,171,1454,45,13063
13063_morrow-10,234,1159,33,13063
13063_morrow-11,151,1158,29,13063
13063_morrow-2,420,799,35,13063
13063_morrow-3,369,1038,47,13063
13063_morrow-4,245,879,25,13063
13063_morrow-5,227,1877,49,13063
13063_morrow-6,322,1554,48,13063
13063_morrow-7,208,918,27,13063
13063_morrow-8,165,1857,41,13063
13063_morrow-9,127,700,30,13063
13063_oak-1,58,1311,42,13063
13063_oak-2,63,869,26,13063
13063_oak-3,57,1335,37,13063
13063_oak-4,116,1997,51,13063
13063_oak-5,52,647,9,13063
13063_panhandle-1,208,1795,42,13063
13063_panhandle-2,467,1837,44,13063
13063_riverdale-1,111,1414,33,13063
13063_riverdale-10,61,1273,41,13063
13063_riverdale-11,69,1092,19,13063
13063_riverdale-12,147,1686,40,13063
13063_riverdale-2,111,1751,37,13063
13063_riverdale-3,133,1993,44,13063
13063_riverdale-4,219,1985,62,13063
13063_riverdale-5,156,1507,44,13063
13063_riverdale-6,220,1329,32,13063
13063_riverdale-7,196,1107,33,13063
13063_riverdale-8,181,1709,31,13063
13063_riverdale-9,187,1326,22,13063
13065_arabia,69,9,3,13065
13065_argyle,212,42,4,13065
13065_dupont,180,51,1,13065
13065_fargo,165,21,3,13065
13065_homerville,1457,537,43,13065
13067_acworth-1a,1914,1940,115,13067
13067_acworth-1b,1896,1617,110,13067
13067_acworth-1c,1164,2183,112,13067
13067_addison-01,949,937,51,13067
13067_austell-1a,593,2637,76,13067
13067_baker-01,1307,1928,105,13067
13067_bells-ferry-02,1139,1080,77,13067
13067_bells-ferry-03,780,830,63,13067
13067_bells-ferry-04,1441,1129,99,13067
13067_big-shanty-01,822,721,51,13067
13067_big-shanty-02,1248,1173,54,13067
13067_birney-01,635,1098,66,13067
13067_birney-02,922,1926,68,13067
13067_blackwell-01,914,1069,68,13067
13067_bryant-01,94,1342,29,13067
13067_bryant-02,225,2761,76,13067
13067_chalker-01,1336,2380,129,13067
13067_chattahoochee-01,984,2779,134,13067
13067_cheatham-hill-02,1435,992,67,13067
13067_cheatham-hill-03,1651,1559,75,13067
13067_chestnut-ridge-01,1554,1088,48,13067
13067_clarkdale-01,456,742,34,13067
13067_clarkdale-02,995,2549,88,13067
13067_cooper-01,662,2563,74,13067
13067_davis-01,879,776,42,13067
13067_dickerson-01,1287,1044,52,13067
13067_dobbins-01,360,1012,49,13067
13067_dobbins-02,603,1726,88,13067
13067_dodgen-01,983,735,49,13067
13067_dowell-01,1124,1315,56,13067
13067_durham-01,2305,1088,89,13067
13067_east-piedmont-01,785,1038,55,13067
13067_eastside-01,1441,1062,50,13067
13067_eastside-02,1825,1435,92,13067
13067_elizabeth-01,712,1698,63,13067
13067_elizabeth-02,1035,815,43,13067
13067_elizabeth-03,1242,962,51,13067
13067_elizabeth-04,734,1242,74,13067
13067_elizabeth-05,1155,1076,62,13067
13067_fair-oaks-02,911,2507,91,13067
13067_fair-oaks-04,812,1773,98,13067
13067_ford-01,1720,786,44,13067
13067_frey-01,1283,692,50,13067
13067_fullers-park-01,1485,1280,84,13067
13067_garrison-mill-01,1245,1023,62,13067
13067_gritters-01,1588,1299,104,13067
13067_harmony-leland-01,678,3722,105,13067
13067_harrison-01,1677,776,60,13067
13067_hayes-01,2040,1160,62,13067
13067_hightower-01,1947,1515,79,13067
13067_kell-01,850,668,60,13067
13067_kemp-01,1047,504,45,13067
13067_kemp-02,1805,1338,63,13067
13067_kemp-03,2230,950,53,13067
13067_kennesaw-1a,743,846,63,13067
13067_kennesaw-2a,1344,1302,82,13067
13067_kennesaw-3a,1540,2575,151,13067
13067_kennesaw-4a,1274,1318,79,13067
13067_kennesaw-5a,1954,2404,117,13067
13067_lassiter-01,1694,1219,74,13067
13067_lindley-01,812,2842,82,13067
13067_lost-mountain-01,1765,1173,60,13067
13067_lost-mountain-02,2377,1118,65,13067
13067_lost-mountain-03,2640,1611,96,13067
13067_lost-mountain-04,1318,763,39,13067
13067_mableton-01,1013,2450,98,13067
13067_mableton-02,525,1378,49,13067
13067_mableton-03,887,1213,57,13067
13067_mableton-04,575,674,26,13067
13067_mabry-01,879,485,25,13067
13067_macland-01,736,2132,69,13067
13067_marietta-1a,719,1561,85,13067
13067_marietta-2a,975,706,47,13067
13067_marietta-2b,1184,1834,78,13067
13067_marietta-3a,1507,1621,95,13067
13067_marietta-3b,226,1089,37,13067
13067_marietta-4a,1168,483,40,13067
13067_marietta-4b,732,770,42,13067
13067_marietta-4c,1362,872,41,13067
13067_marietta-5a,602,1401,70,13067
13067_marietta-5b,363,1234,42,13067
13067_marietta-6a,367,1134,55,13067
13067_marietta-6b,1015,1204,69,13067
13067_marietta-7a,341,1414,75,13067
13067_mars-hill-01,1975,698,77,13067
13067_mars-hill-02,1117,898,94,13067
13067_mccleskey-01,832,568,37,13067
13067_mcclure-01,1629,920,66,13067
13067_mceachern-01,1039,1602,48,13067
13067_mt-bethel-01,1935,1443,73,13067
13067_mt-bethel-03,1393,1223,49,13067
13067_mt-bethel-04,1394,997,47,13067
13067_murdock-01,1825,1463,73,13067
13067_nicholson-01,971,801,75,13067
13067_nickajack-01,815,2596,80,13067
13067_north-cobb-01,773,845,59,13067
13067_norton-park-01,1155,1904,112,13067
13067_oakdale-01,1200,1773,75,13067
13067_oregon-01,769,538,44,13067
13067_oregon-02,959,2746,112,13067
13067_oregon-03,834,2197,110,13067
13067_oregon-04,893,2248,68,13067
13067_oregon-05,1233,1770,69,13067
13067_palmer-01,1114,843,72,13067
13067_pebblebrook-01,585,2622,84,13067
13067_pine-mountain-01,1827,974,54,13067
13067_pine-mountain-02,1828,750,54,13067
13067_pitner-01,1119,929,69,13067
13067_pope-01,1405,1100,62,13067
13067_post-oak-01,1748,1179,69,13067
13067_powders-springs-1a,997,2488,105,13067
13067_powders-springs-2a,454,1747,76,13067
13067_powders-springs-3a,703,1945,67,13067
13067_powers-ferry-01,1233,1231,91,13067
13067_riverside-01,113,973,32,13067
13067_rocky-mount-01,1503,1135,64,13067
13067_roswell-01,2511,1952,92,13067
13067_roswell-02,1694,1343,61,13067
13067_sandy-plains-01,1125,1136,88,13067
13067_sewell-mill-01,1402,1355,64,13067
13067_sewell-mill-03,1273,1787,82,13067
13067_shallowford-falls-01,1598,1176,63,13067
13067_simpson-01,779,687,36,13067
13067_smyrna-1a,559,1873,71,13067
13067_smyrna-2a,855,2702,121,13067
13067_smyrna-3a,995,2094,90,13067
13067_smyrna-3b,771,1107,58,13067
13067_smyrna-4a,2001,2628,113,13067
13067_smyrna-5a,842,1910,97,13067
13067_smyrna-6a,1840,2623,115,13067
13067_smyrna-7a,1511,3566,104,13067
13067_sope-creek-01,1044,755,29,13067
13067_sope-creek-02,1800,1765,75,13067
13067_sope-creek-03,1300,967,33,13067
13067_sweetwater-01,863,1413,47,13067
13067_sweetwater-02,431,1472,52,13067
13067_terrell-mill-01,1066,2365,113,13067
13067_timber-ridge-01,1130,910,32,13067
13067_vaughan-01,1647,814,87,13067
13067_vinings-01,733,1536,60,13067
13067_vinings-02,1512,2821,111,13067
13067_vinings-03,1088,2092,59,13067
13067_vinings-04,1423,1204,34,13067
13067_wade-green-02,1598,1803,107,13067
13067_willeo-01,1356,983,50,13067
13069_ambrose,1089,259,22,13069
13069_bridgetown,186,58,6,13069
13069_broxton,1177,365,24,13069
13069_douglas,6436,3289,198,13069
13069_nicholls,933,272,32,13069
13069_west-green,603,38,4,13069
13071_autreyville,726,195,19,13071
13071_bridgecreek,781,100,12,13071
13071_crosland,139,47,1,13071
13071_doerun,286,138,7,13071
13071_funston,610,99,12,13071
13071_hamilton,503,51,13,13071
13071_hartsfield,291,27,0,13071
13071_hopewell,971,165,26,13071
13071_lee,556,103,8,13071
13071_millcreek,274,26,5,13071
13071_monk,869,171,10,13071
13071_moultrie,1797,1110,49,13071
13071_murphy,662,97,13,13071
13071_norman-park,1209,366,25,13071
13071_robinson,470,85,16,13071
13071_shaw,433,1097,26,13071
13071_thigpen,158,14,1,13071
13071_tyty,328,26,6,13071
13071_warrior,581,73,8,13071
13073_abilene-baptist,951,453,35,13073
13073_augusta-christian,1008,576,40,13073
13073_belair-baptist-church,1092,655,51,13073
13073_bessie-thomas-center,525,81,16,13073
13073_blanchard-park,782,580,40,13073
13073_blue-ridge-elementary,1013,584,57,13073
13073_christ-church-presbyterian,1175,463,23,13073
13073_christ-sanctified,1269,543,47,13073
13073_christ-the-king-luth-church,1199,520,15,13073
13073_church-of-our-savior,972,631,39,13073
13073_col-cty-bd-of-edu,1060,539,37,13073
13073_col-cty-main-library,1010,529,25,13073
13073_damascus-baptist-church,718,90,13,13073
13073_eubank-blanchard-center,940,269,16,13073
13073_g-a-apostolic-church,733,449,36,13073
13073_genesis-church,949,435,37,13073
13073_gold-cross-ems,1001,351,32,13073
13073_gospel-water-branch,1038,615,20,13073
13073_grace-baptist-church,1559,1107,64,13073
13073_greenbrier-high,1916,722,57,13073
13073_grove-first-baptist-church,778,1111,63,13073
13073_grovetown-methodist-church,603,1001,48,13073
13073_grovetown-public-safety-station-2,1023,1365,93,13073
13073_harlem-branch-library,1384,441,52,13073
13073_harlem-senior-center,818,508,46,13073
13073_journey-comm-church,811,220,15,13073
13073_kiokee-baptist-church,1773,283,34,13073
13073_lakeside-middle,832,486,42,13073
13073_lewis-methodist-church,1725,1078,73,13073
13073_liberty-park-grovetown,1048,1116,72,13073
13073_martinez-baptist,764,509,36,13073
13073_marvin-methodist,847,500,32,13073
13073_mtz-col-fire-hdqtr,506,303,25,13073
13073_new-life-church,1458,1596,123,13073
13073_parkway-baptist-church,2337,1226,70,13073
13073_patriots-park,1879,1094,78,13073
13073_philadelphia-church,948,697,68,13073
13073_riverview-church,695,353,22,13073
13073_savannah-rapids-pavilion,1002,356,15,13073
13073_second-mt-carmel-baptist-church,271,280,2,13073
13073_second-mt-moriah-baptist-church,622,139,29,13073
13073_stevens-creek-church,1579,687,30,13073
13073_trinity-baptist-church,1480,548,44,13073
13073_wesley-methodist,1309,552,40,13073
13073_west-acres-baptist,1231,544,31,13073
